3c19fe74	-0.0594059	17.7549	1.0891	-2.5	-1.149	20.255
46610ef4	0.00990099	16.4158	1.4059	-3.2	-1.396	19.616
3c5df424	-0.0594059	22.7549	0.6336	3.36	-0.693	19.395
479848c4	-0.0594059	17.7549	1.1287	-1.34	-1.188	19.095
4688ace4	-0.0594059	17.2549	1.0594	-0.5	-1.119	17.755
3d8d110c	-0.0594059	23.7549	-0.0594	6.25	-0.0	17.505
4109018c	0.00990099	16.4158	1.1386	-0.67	-1.129	17.086
3c3f8ad4	0.00990099	19.4158	0.0099	2.41	0.0	17.006
3af224a4	0.00990099	25.4158	0.0099	8.41	0.0	17.006
48b94294	0.00990099	16.4158	1.0594	-0.5	-1.049	16.916
3e173c64	0.00990099	24.4158	0.6336	7.86	-0.624	16.556
4a09f634	-0.0594059	22.7549	-0.0594	6.25	-0.0	16.505
4640eef4	0.00990099	19.4158	1.1188	2.99	-1.109	16.426
3cdafc64	0.524752	20.5396	0.1485	4.23	0.376	16.31
484968c4	-0.0594059	17.7549	1.0594	1.49	-1.119	16.265
480e2ad4	0.0792079	19.0767	1.3267	2.97	-1.247	16.107
3d33173c	-0.0594059	17.2549	0.99	1.83	-1.049	15.425
3edf25ac	0.00990099	18.4158	0.0099	3.41	0.0	15.006
4040cad4	0.00990099	19.4158	-0.0693	4.58	0.079	14.836
3ca3c5ac	0.00990099	19.4158	-0.0594	4.75	0.069	14.666
3fca9e74	-0.0594059	17.2549	1.0495	2.82	-1.109	14.435
3d0c1844	0.00990099	21.4158	-0.0594	7.25	0.069	14.166
3fd58ffc	0.00990099	16.4158	1.2871	2.3	-1.277	14.116
47a788c4	-0.0594059	21.7549	-0.0594	7.75	-0.0	14.005
3f40cad4	0.00990099	16.4158	-0.1287	2.59	0.139	13.826
43f0f94c	0.00990099	16.4158	1.1287	2.65	-1.119	13.766
3c4dc18c	-0.0594059	17.2549	1.0891	3.49	-1.149	13.765
3f8fa18c	-0.0693069	19.5891	-0.2871	5.94	0.218	13.649
480c5e74	0.00990099	16.4158	1.4653	2.79	-1.455	13.626
40b26bdc	-0.0594059	23.2549	-0.5742	9.63	0.515	13.625
40b61844	0.00990099	16.4158	1.0495	2.82	-1.04	13.596
43e8da54	0.00990099	16.4158	1.0495	2.82	-1.04	13.596
3fa4c084	0.00990099	16.4158	1.0495	2.82	-1.04	13.596
48278ad4	0.00990099	16.4158	1.0495	2.82	-1.04	13.596
47b389cc	0.00990099	16.4158	1.0495	2.82	-1.04	13.596
44264294	0.00990099	16.4158	1.0495	2.82	-1.04	13.596
47c564a4	0.00990099	14.4158	0.7821	0.85	-0.772	13.566
45f585ac	0.00990099	16.4158	-0.1386	2.92	0.149	13.496
3c5909cc	-0.0594059	17.2549	-0.2079	3.76	0.148	13.495
4067e7bc	0.00990099	16.4158	1.1881	3.15	-1.178	13.266
3fe2fe74	-0.405941	20.448	-0.0594	7.25	-0.347	13.198
402e3634	0.00990099	18.4158	-0.0594	5.25	0.069	13.166
49b6910c	-0.0594059	17.7549	-0.2772	4.6	0.218	13.155
3d91310c	0.00990099	16.4158	0.6336	3.36	-0.624	13.056
48418294	0.00990099	16.4158	-0.1386	3.42	0.149	12.996
4000ace4	-0.0594059	20.2549	0.0099	7.41	-0.069	12.845
3fbe352c	-0.0594059	17.2549	0.0099	4.41	-0.069	12.845
3cb79b5c	-0.0594059	17.2549	-0.1386	4.42	0.079	12.835
3fa4439c	0.00990099	16.4158	-0.1287	3.59	0.139	12.826
441dcffc	0.00990099	15.4158	0.9801	2.66	-0.97	12.756
463f7634	0.00990099	17.4158	-0.2871	4.94	0.297	12.476
4811cbdc	-0.0594059	17.2549	1.0594	4.99	-1.119	12.265
45a1e18c	0.00990099	16.4158	0.6831	4.19	-0.673	12.226
3ef1d634	0.00990099	19.4158	0.0099	7.41	0.0	12.006
3e61f94c	0.00990099	16.4158	0.0099	4.41	0.0	12.006
464c573c	0.00990099	16.4158	-0.0198	4.41	0.03	12.006
495f194c	-0.0594059	16.7549	-0.0594	4.75	-0.0	12.005
3cacd424	-0.267327	18.2723	0.0099	6.41	-0.277	11.862
3d292294	-0.0594059	17.2549	0.0099	5.41	-0.069	11.845
3e7e45ac	-0.0693069	17.5891	-0.0594	5.75	-0.01	11.839
497bba54	0.00990099	19.4158	-0.0693	7.58	0.079	11.836
46d0c084	0.00990099	17.4158	-0.0594	5.75	0.069	11.666
4027c084	0.00990099	18.4158	-0.0594	6.75	0.069	11.666
401fcad4	0.00990099	16.4158	0.5742	4.86	-0.564	11.556
3f2e3e74	-0.0594059	17.2549	-0.2079	5.76	0.148	11.495
3e2b0084	0.366337	19.8861	-0.1386	8.42	0.505	11.466
47990dec	-0.0594059	17.7549	0.0099	6.41	-0.069	11.345
49cc0dec	-0.0594059	17.2549	0.4059	6.04	-0.465	11.215
4617d52c	0.00990099	13.4158	0.0891	2.24	-0.079	11.176
46ac818c	-0.0693069	19.5891	-0.0495	8.42	-0.02	11.169
3e21e7bc	0.00990099	16.4158	-0.0297	5.25	0.04	11.166
495466b4	0.00990099	18.4158	-0.0594	7.25	0.069	11.166
4713639c	0.00990099	17.4158	0.0099	6.41	0.0	11.006
3ce1e6b4	0.00990099	13.4158	0.9108	2.5	-0.901	10.916
3f357f7c	0.00990099	17.4158	0.0495	6.57	-0.04	10.846
46e37634	0.00990099	16.4158	0.3564	5.72	-0.346	10.696
4951e4a4	0.0792079	16.0767	0.0099	5.41	0.069	10.667
4684cad4	0.00990099	19.4158	-0.0594	8.75	0.069	10.666
41224ad4	0.00990099	18.4158	-0.0891	7.75	0.099	10.666
3eff45ac	0.00990099	16.4158	-0.0594	5.75	0.069	10.666
40c8d10c	0.019802	17.0817	-0.1386	6.42	0.158	10.662
46c73214	0.00990099	17.4158	-0.0198	6.91	0.03	10.506
474d47bc	-0.0594059	16.7549	0.0099	6.41	-0.069	10.345
3fc124a4	-0.168317	17.7549	0.0495	7.57	-0.218	10.185
486bff7c	0.00990099	16.4158	-0.0594	6.25	0.069	10.166
40a58ef4	0.00990099	16.4158	-0.0594	6.25	0.069	10.166
3f179f7c	0.00990099	16.4158	0.3663	6.38	-0.356	10.036
4409731c	0.00990099	19.4158	0.0099	9.41	0.0	10.006
48bfbe74	0.00990099	16.4158	0.0099	6.41	0.0	10.006
47f48084	0.00990099	18.4158	0.0099	8.41	0.0	10.006
47f44ad4	-0.0594059	17.7549	-0.0594	7.75	-0.0	10.005
4835a7bc	-0.0594059	18.7549	-0.0594	8.75	-0.0	10.005
44808294	0.00990099	16.4158	-0.1386	6.42	0.149	9.996
47505f7c	-0.0594059	17.2549	0.0099	7.41	-0.069	9.845
471cb73c	-0.0594059	17.2549	0.0099	7.41	-0.069	9.845
